,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Social support,Healthy life expectancy,Freedom to make life choices,Trust (Government Corruption),Generosity,Dystopia Residual,Cluster,Year
74,Vietnam,Southeastern Asia,75,5.36,0.03107,0.63216,0.91226,0.7467600000000001,0.59444,0.10441,0.1686,2.20173,1,2017
75,Turkey,Middle East and Northern Africa,76,5.332000000000002,0.03864,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,1,2015
75,Turkey,Middle East and Northern Africa,76,5.332000000000002,0.03864,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,1,2017
75,Turkey,Middle East and Northern Africa,76,5.332000000000002,0.03864,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,1,2019
75,Turkey,Middle East and Northern Africa,76,5.332000000000002,0.03864,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,1,2018
75,Turkey,Middle East and Northern Africa,76,5.332000000000002,0.03864,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,1,2015
76,Kyrgyzstan,Central and Eastern Europe,77,5.2860000000000005,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327,1,2019
76,Kyrgyzstan,Central and Eastern Europe,77,5.2860000000000005,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327,1,2017
76,Kyrgyzstan,Central and Eastern Europe,77,5.2860000000000005,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327,1,2015
76,Kyrgyzstan,Central and Eastern Europe,77,5.2860000000000005,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327,1,2018
76,Kyrgyzstan,Central and Eastern Europe,77,5.2860000000000005,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327,1,2015
77,Nigeria,Sub-Saharan Africa,78,5.268,0.04192,0.65435,0.90432,1.01328,0.34334000000000003,0.0403,0.27233,2.89319,1,2017
77,Nigeria,Sub-Saharan Africa,78,5.268,0.04192,0.65435,0.90432,1.01328,0.34334000000000003,0.0403,0.27233,2.89319,1,2019
77,Nigeria,Sub-Saharan Africa,78,5.268,0.04192,0.65435,0.90432,1.01328,0.34334000000000003,0.0403,0.27233,2.89319,1,2015
77,Nigeria,Sub-Saharan Africa,78,5.268,0.04192,0.65435,0.90432,1.01328,0.34334000000000003,0.0403,0.27233,2.89319,1,2018
77,Nigeria,Sub-Saharan Africa,78,5.268,0.04192,0.65435,0.90432,1.01328,0.34334000000000003,0.0403,0.27233,2.89319,1,2015
78,Bhutan,Southern Asia,79,5.252999999999999,0.03225,0.77042,1.10395,0.57407,0.5320600000000001,0.15445,0.42192,1.63794,1,2018
78,Bhutan,Southern Asia,79,5.252999999999999,0.03225,0.77042,1.10395,0.57407,0.5320600000000001,0.15445,0.42192,1.63794,1,2019
78,Bhutan,Southern Asia,79,5.252999999999999,0.03225,0.77042,1.10395,0.57407,0.5320600000000001,0.15445,0.42192,1.63794,1,2017
78,Bhutan,Southern Asia,79,5.252999999999999,0.03225,0.77042,1.10395,0.57407,0.5320600000000001,0.15445,0.42192,1.63794,1,2015
78,Bhutan,Southern Asia,79,5.252999999999999,0.03225,0.77042,1.10395,0.57407,0.5320600000000001,0.15445,0.42192,1.63794,1,2015
79,Azerbaijan,Central and Eastern Europe,80,5.2120000000000015,0.03363,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,1,2018
79,Azerbaijan,Central and Eastern Europe,80,5.2120000000000015,0.03363,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,1,2017
79,Azerbaijan,Central and Eastern Europe,80,5.2120000000000015,0.03363,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,1,2015
79,Azerbaijan,Central and Eastern Europe,80,5.2120000000000015,0.03363,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,1,2019
79,Azerbaijan,Central and Eastern Europe,80,5.2120000000000015,0.03363,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,1,2015
80,Pakistan,Southern Asia,81,5.194,0.03726,0.59543,1.34043,0.51466,0.12102,0.10464,0.33671,3.1070900000000004,1,2015
80,Pakistan,Southern Asia,81,5.194,0.03726,0.59543,1.34043,0.51466,0.12102,0.10464,0.33671,3.1070900000000004,1,2017
80,Pakistan,Southern Asia,81,5.194,0.03726,0.59543,1.34043,0.51466,0.12102,0.10464,0.33671,3.1070900000000004,1,2019
80,Pakistan,Southern Asia,81,5.194,0.03726,0.59543,1.34043,0.51466,0.12102,0.10464,0.33671,3.1070900000000004,1,2018
80,Pakistan,Southern Asia,81,5.194,0.03726,0.59543,1.34043,0.51466,0.12102,0.10464,0.33671,3.1070900000000004,1,2015
82,Montenegro,Central and Eastern Europe,82,5.192,0.05235,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017,1,2015
81,Jordan,Middle East and Northern Africa,82,5.192,0.04524,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996,1,2015
82,Montenegro,Central and Eastern Europe,82,5.192,0.05235,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017,1,2015
81,Jordan,Middle East and Northern Africa,82,5.192,0.04524,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996,1,2018
82,Montenegro,Central and Eastern Europe,82,5.192,0.05235,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017,1,2018
81,Jordan,Middle East and Northern Africa,82,5.192,0.04524,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996,1,2019
82,Montenegro,Central and Eastern Europe,82,5.192,0.05235,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017,1,2019
82,Montenegro,Central and Eastern Europe,82,5.192,0.05235,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017,1,2017
81,Jordan,Middle East and Northern Africa,82,5.192,0.04524,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996,1,2017
81,Jordan,Middle East and Northern Africa,82,5.192,0.04524,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996,1,2015
83,China,Eastern Asia,84,5.14,0.02424,0.89012,0.94675,0.81658,0.5169699999999999,0.02781,0.08185,1.8604,1,2019
83,China,Eastern Asia,84,5.14,0.02424,0.89012,0.94675,0.81658,0.5169699999999999,0.02781,0.08185,1.8604,1,2015
83,China,Eastern Asia,84,5.14,0.02424,0.89012,0.94675,0.81658,0.5169699999999999,0.02781,0.08185,1.8604,1,2015
83,China,Eastern Asia,84,5.14,0.02424,0.89012,0.94675,0.81658,0.5169699999999999,0.02781,0.08185,1.8604,1,2017
83,China,Eastern Asia,84,5.14,0.02424,0.89012,0.94675,0.81658,0.5169699999999999,0.02781,0.08185,1.8604,1,2018
84,Zambia,Sub-Saharan Africa,85,5.129,0.06988,0.47038,0.91612,1.01328,0.48827,0.12468,0.19591,2.6343,1,2015
84,Zambia,Sub-Saharan Africa,85,5.129,0.06988,0.47038,0.91612,1.01328,0.48827,0.12468,0.19591,2.6343,1,2015
84,Zambia,Sub-Saharan Africa,85,5.129,0.06988,0.47038,0.91612,1.01328,0.48827,0.12468,0.19591,2.6343,1,2019
84,Zambia,Sub-Saharan Africa,85,5.129,0.06988,0.47038,0.91612,1.01328,0.48827,0.12468,0.19591,2.6343,1,2017
84,Zambia,Sub-Saharan Africa,85,5.129,0.06988,0.47038,0.91612,1.01328,0.48827,0.12468,0.19591,2.6343,1,2018
85,Romania,Central and Eastern Europe,86,5.124,0.06607,1.04345,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.93129,1,2015
85,Romania,Central and Eastern Europe,86,5.124,0.06607,1.04345,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.93129,1,2015
85,Romania,Central and Eastern Europe,86,5.124,0.06607,1.04345,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.93129,1,2019
85,Romania,Central and Eastern Europe,86,5.124,0.06607,1.04345,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.93129,1,2018
85,Romania,Central and Eastern Europe,86,5.124,0.06607,1.04345,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.93129,1,2017
86,Serbia,Central and Eastern Europe,87,5.122999999999998,0.04864,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.025,1,2017
86,Serbia,Central and Eastern Europe,87,5.122999999999998,0.04864,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.025,1,2019
86,Serbia,Central and Eastern Europe,87,5.122999999999998,0.04864,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.025,1,2018
86,Serbia,Central and Eastern Europe,87,5.122999999999998,0.04864,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.025,1,2015
86,Serbia,Central and Eastern Europe,87,5.122999999999998,0.04864,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.025,1,2015
87,Portugal,Western Europe,88,5.102,0.04802,1.15991,1.13935,0.8751899999999999,0.51469,0.01078,0.13719,1.26462,1,2015
87,Portugal,Western Europe,88,5.102,0.04802,1.15991,1.13935,0.8751899999999999,0.51469,0.01078,0.13719,1.26462,1,2019
87,Portugal,Western Europe,88,5.102,0.04802,1.15991,1.13935,0.8751899999999999,0.51469,0.01078,0.13719,1.26462,1,2015
87,Portugal,Western Europe,88,5.102,0.04802,1.15991,1.13935,0.8751899999999999,0.51469,0.01078,0.13719,1.26462,1,2018
87,Portugal,Western Europe,88,5.102,0.04802,1.15991,1.13935,0.8751899999999999,0.51469,0.01078,0.13719,1.26462,1,2017
88,Latvia,Central and Eastern Europe,89,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,1,2018
88,Latvia,Central and Eastern Europe,89,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,1,2019
88,Latvia,Central and Eastern Europe,89,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,1,2017
88,Latvia,Central and Eastern Europe,89,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,1,2015
88,Latvia,Central and Eastern Europe,89,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,1,2015
89,Philippines,Southeastern Asia,90,5.073,0.04934,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,1,2015
89,Philippines,Southeastern Asia,90,5.073,0.04934,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,1,2017
89,Philippines,Southeastern Asia,90,5.073,0.04934,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,1,2015
89,Philippines,Southeastern Asia,90,5.073,0.04934,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,1,2018
89,Philippines,Southeastern Asia,90,5.073,0.04934,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,1,2019
90,Somaliland region,Sub-Saharan Africa,91,5.057,0.06161000000000001,0.18847,0.95152,0.43873,0.46582,0.19317,0.39478,2.11032,1,2015
90,Somaliland region,Sub-Saharan Africa,91,5.057,0.06161000000000001,0.18847,0.95152,0.43873,0.46582,0.19317,0.39478,2.11032,1,2019
90,Somaliland region,Sub-Saharan Africa,91,5.057,0.06161000000000001,0.18847,0.95152,0.43873,0.46582,0.19317,0.39478,2.11032,1,2018
90,Somaliland region,Sub-Saharan Africa,91,5.057,0.06161000000000001,0.18847,0.95152,0.43873,0.46582,0.19317,0.39478,2.11032,1,2015
90,Somaliland region,Sub-Saharan Africa,91,5.057,0.06161000000000001,0.18847,0.95152,0.43873,0.46582,0.19317,0.39478,2.11032,1,2017
91,Morocco,Middle East and Northern Africa,92,5.013,0.0342,0.7347899999999999,0.64095,0.60954,0.4169100000000001,0.08546000000000001,0.07172,2.45373,1,2015
91,Morocco,Middle East and Northern Africa,92,5.013,0.0342,0.7347899999999999,0.64095,0.60954,0.4169100000000001,0.08546000000000001,0.07172,2.45373,1,2015
91,Morocco,Middle East and Northern Africa,92,5.013,0.0342,0.7347899999999999,0.64095,0.60954,0.4169100000000001,0.08546000000000001,0.07172,2.45373,1,2018
91,Morocco,Middle East and Northern Africa,92,5.013,0.0342,0.7347899999999999,0.64095,0.60954,0.4169100000000001,0.08546000000000001,0.07172,2.45373,1,2017
91,Morocco,Middle East and Northern Africa,92,5.013,0.0342,0.7347899999999999,0.64095,0.60954,0.4169100000000001,0.08546000000000001,0.07172,2.45373,1,2019
92,Macedonia,Central and Eastern Europe,93,5.007,0.05376,0.91851,1.00232,0.73545,0.33457,0.053270000000000005,0.22359,1.7393299999999998,1,2015
92,Macedonia,Central and Eastern Europe,93,5.007,0.05376,0.91851,1.00232,0.73545,0.33457,0.053270000000000005,0.22359,1.7393299999999998,1,2017
92,Macedonia,Central and Eastern Europe,93,5.007,0.05376,0.91851,1.00232,0.73545,0.33457,0.053270000000000005,0.22359,1.7393299999999998,1,2018
92,Macedonia,Central and Eastern Europe,93,5.007,0.05376,0.91851,1.00232,0.73545,0.33457,0.053270000000000005,0.22359,1.7393299999999998,1,2019
92,Macedonia,Central and Eastern Europe,93,5.007,0.05376,0.91851,1.00232,0.73545,0.33457,0.053270000000000005,0.22359,1.7393299999999998,1,2015
93,Mozambique,Sub-Saharan Africa,94,4.971,0.07896,1.38604,1.02626,1.01328,0.34037,0.15603,0.22269,3.05137,1,2019
93,Mozambique,Sub-Saharan Africa,94,4.971,0.07896,1.38604,1.02626,1.01328,0.34037,0.15603,0.22269,3.05137,1,2015
93,Mozambique,Sub-Saharan Africa,94,4.971,0.07896,1.38604,1.02626,1.01328,0.34037,0.15603,0.22269,3.05137,1,2018
93,Mozambique,Sub-Saharan Africa,94,4.971,0.07896,1.38604,1.02626,1.01328,0.34037,0.15603,0.22269,3.05137,1,2015
93,Mozambique,Sub-Saharan Africa,94,4.971,0.07896,1.38604,1.02626,1.01328,0.34037,0.15603,0.22269,3.05137,1,2017
94,Albania,Central and Eastern Europe,95,4.959,0.05013,0.8786700000000001,0.8043399999999999,0.81325,0.35733000000000004,0.06412999999999999,0.14272,1.89894,1,2015
94,Albania,Central and Eastern Europe,95,4.959,0.05013,0.8786700000000001,0.8043399999999999,0.81325,0.35733000000000004,0.06412999999999999,0.14272,1.89894,1,2015
94,Albania,Central and Eastern Europe,95,4.959,0.05013,0.8786700000000001,0.8043399999999999,0.81325,0.35733000000000004,0.06412999999999999,0.14272,1.89894,1,2019
94,Albania,Central and Eastern Europe,95,4.959,0.05013,0.8786700000000001,0.8043399999999999,0.81325,0.35733000000000004,0.06412999999999999,0.14272,1.89894,1,2018
94,Albania,Central and Eastern Europe,95,4.959,0.05013,0.8786700000000001,0.8043399999999999,0.81325,0.35733000000000004,0.06412999999999999,0.14272,1.89894,1,2017
95,Bosnia and Herzegovina,Central and Eastern Europe,96,4.949,0.06913,0.8322299999999999,0.91916,0.79081,0.09245,0.00227,0.24808,2.06367,1,2015
95,Bosnia and Herzegovina,Central and Eastern Europe,96,4.949,0.06913,0.8322299999999999,0.91916,0.79081,0.09245,0.00227,0.24808,2.06367,1,2018
95,Bosnia and Herzegovina,Central and Eastern Europe,96,4.949,0.06913,0.8322299999999999,0.91916,0.79081,0.09245,0.00227,0.24808,2.06367,1,2017
95,Bosnia and Herzegovina,Central and Eastern Europe,96,4.949,0.06913,0.8322299999999999,0.91916,0.79081,0.09245,0.00227,0.24808,2.06367,1,2015
95,Bosnia and Herzegovina,Central and Eastern Europe,96,4.949,0.06913,0.8322299999999999,0.91916,0.79081,0.09245,0.00227,0.24808,2.06367,1,2019
96,Lesotho,Sub-Saharan Africa,97,4.898,0.09438,0.37545,1.04103,1.01328,0.31767,0.12504,0.16388,2.79832,1,2018
96,Lesotho,Sub-Saharan Africa,97,4.898,0.09438,0.37545,1.04103,1.01328,0.31767,0.12504,0.16388,2.79832,1,2015
96,Lesotho,Sub-Saharan Africa,97,4.898,0.09438,0.37545,1.04103,1.01328,0.31767,0.12504,0.16388,2.79832,1,2017
96,Lesotho,Sub-Saharan Africa,97,4.898,0.09438,0.37545,1.04103,1.01328,0.31767,0.12504,0.16388,2.79832,1,2019
96,Lesotho,Sub-Saharan Africa,97,4.898,0.09438,0.37545,1.04103,1.01328,0.31767,0.12504,0.16388,2.79832,1,2015
97,Dominican Republic,Latin America and Caribbean,98,4.885,0.07446,0.8953700000000001,1.17202,0.66825,0.57672,0.14234000000000002,0.21684,1.21305,1,2018
97,Dominican Republic,Latin America and Caribbean,98,4.885,0.07446,0.8953700000000001,1.17202,0.66825,0.57672,0.14234000000000002,0.21684,1.21305,1,2019
97,Dominican Republic,Latin America and Caribbean,98,4.885,0.07446,0.8953700000000001,1.17202,0.66825,0.57672,0.14234000000000002,0.21684,1.21305,1,2015
97,Dominican Republic,Latin America and Caribbean,98,4.885,0.07446,0.8953700000000001,1.17202,0.66825,0.57672,0.14234000000000002,0.21684,1.21305,1,2015
97,Dominican Republic,Latin America and Caribbean,98,4.885,0.07446,0.8953700000000001,1.17202,0.66825,0.57672,0.14234000000000002,0.21684,1.21305,1,2017
98,Laos,Southeastern Asia,99,4.876,0.06698,0.5906600000000001,0.73803,0.54909,0.59591,0.24249,0.42192,1.73799,1,2017
98,Laos,Southeastern Asia,99,4.876,0.06698,0.5906600000000001,0.73803,0.54909,0.59591,0.24249,0.42192,1.73799,1,2019
98,Laos,Southeastern Asia,99,4.876,0.06698,0.5906600000000001,0.73803,0.54909,0.59591,0.24249,0.42192,1.73799,1,2015
98,Laos,Southeastern Asia,99,4.876,0.06698,0.5906600000000001,0.73803,0.54909,0.59591,0.24249,0.42192,1.73799,1,2015
98,Laos,Southeastern Asia,99,4.876,0.06698,0.5906600000000001,0.73803,0.54909,0.59591,0.24249,0.42192,1.73799,1,2018
99,Mongolia,Eastern Asia,100,4.874,0.03313,0.82819,1.3006,0.60268,0.43626,0.026660000000000003,0.3323,1.34759,1,2019
99,Mongolia,Eastern Asia,100,4.874,0.03313,0.82819,1.3006,0.60268,0.43626,0.026660000000000003,0.3323,1.34759,1,2018
99,Mongolia,Eastern Asia,100,4.874,0.03313,0.82819,1.3006,0.60268,0.43626,0.026660000000000003,0.3323,1.34759,1,2015
99,Mongolia,Eastern Asia,100,4.874,0.03313,0.82819,1.3006,0.60268,0.43626,0.026660000000000003,0.3323,1.34759,1,2017
99,Mongolia,Eastern Asia,100,4.874,0.03313,0.82819,1.3006,0.60268,0.43626,0.026660000000000003,0.3323,1.34759,1,2015
100,Swaziland,Sub-Saharan Africa,101,4.867,0.08742,0.71206,1.07284,1.01328,0.30658,0.0306,0.18259,2.48676,1,2015
100,Swaziland,Sub-Saharan Africa,101,4.867,0.08742,0.71206,1.07284,1.01328,0.30658,0.0306,0.18259,2.48676,1,2019
100,Swaziland,Sub-Saharan Africa,101,4.867,0.08742,0.71206,1.07284,1.01328,0.30658,0.0306,0.18259,2.48676,1,2017
100,Swaziland,Sub-Saharan Africa,101,4.867,0.08742,0.71206,1.07284,1.01328,0.30658,0.0306,0.18259,2.48676,1,2018
100,Swaziland,Sub-Saharan Africa,101,4.867,0.08742,0.71206,1.07284,1.01328,0.30658,0.0306,0.18259,2.48676,1,2015
101,Greece,Western Europe,102,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998,1,2015
101,Greece,Western Europe,102,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998,1,2015
101,Greece,Western Europe,102,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998,1,2017
101,Greece,Western Europe,102,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998,1,2019
101,Greece,Western Europe,102,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998,1,2018
102,Lebanon,Middle East and Northern Africa,103,4.839,0.04337,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059,1,2019
102,Lebanon,Middle East and Northern Africa,103,4.839,0.04337,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059,1,2015
102,Lebanon,Middle East and Northern Africa,103,4.839,0.04337,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059,1,2018
102,Lebanon,Middle East and Northern Africa,103,4.839,0.04337,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059,1,2017
102,Lebanon,Middle East and Northern Africa,103,4.839,0.04337,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059,1,2015
103,Hungary,Central and Eastern Europe,104,4.8,0.06107000000000001,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074,1,2015
103,Hungary,Central and Eastern Europe,104,4.8,0.06107000000000001,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074,1,2018
103,Hungary,Central and Eastern Europe,104,4.8,0.06107000000000001,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074,1,2015
103,Hungary,Central and Eastern Europe,104,4.8,0.06107000000000001,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074,1,2019
103,Hungary,Central and Eastern Europe,104,4.8,0.06107000000000001,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074,1,2017
104,Honduras,Latin America and Caribbean,105,4.788,0.05648,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,1.84408,1,2018
104,Honduras,Latin America and Caribbean,105,4.788,0.05648,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,1.84408,1,2015
104,Honduras,Latin America and Caribbean,105,4.788,0.05648,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,1.84408,1,2017
104,Honduras,Latin America and Caribbean,105,4.788,0.05648,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,1.84408,1,2015
104,Honduras,Latin America and Caribbean,105,4.788,0.05648,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,1.84408,1,2019
105,Tajikistan,Central and Eastern Europe,106,4.7860000000000005,0.03198,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.15072,0.22974,2.1139900000000003,1,2015
105,Tajikistan,Central and Eastern Europe,106,4.7860000000000005,0.03198,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.15072,0.22974,2.1139900000000003,1,2017
105,Tajikistan,Central and Eastern Europe,106,4.7860000000000005,0.03198,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.15072,0.22974,2.1139900000000003,1,2015
105,Tajikistan,Central and Eastern Europe,106,4.7860000000000005,0.03198,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.15072,0.22974,2.1139900000000003,1,2019
105,Tajikistan,Central and Eastern Europe,106,4.7860000000000005,0.03198,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.15072,0.22974,2.1139900000000003,1,2018
106,Tunisia,Middle East and Northern Africa,107,4.739,0.03589,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,1,2019
106,Tunisia,Middle East and Northern Africa,107,4.739,0.03589,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,1,2017
106,Tunisia,Middle East and Northern Africa,107,4.739,0.03589,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,1,2015
106,Tunisia,Middle East and Northern Africa,107,4.739,0.03589,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,1,2018
106,Tunisia,Middle East and Northern Africa,107,4.739,0.03589,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,1,2015
107,Palestinian Territories,Middle East and Northern Africa,108,4.715,0.04394,0.59867,0.92558,0.66015,0.24499,0.12905,0.11251,2.0438400000000003,1,2019
107,Palestinian Territories,Middle East and Northern Africa,108,4.715,0.04394,0.59867,0.92558,0.66015,0.24499,0.12905,0.11251,2.0438400000000003,1,2017
107,Palestinian Territories,Middle East and Northern Africa,108,4.715,0.04394,0.59867,0.92558,0.66015,0.24499,0.12905,0.11251,2.0438400000000003,1,2015
107,Palestinian Territories,Middle East and Northern Africa,108,4.715,0.04394,0.59867,0.92558,0.66015,0.24499,0.12905,0.11251,2.0438400000000003,1,2018
107,Palestinian Territories,Middle East and Northern Africa,108,4.715,0.04394,0.59867,0.92558,0.66015,0.24499,0.12905,0.11251,2.0438400000000003,1,2015
108,Bangladesh,Southern Asia,109,4.694,0.03077,0.39753,0.4310600000000001,0.60164,0.4082,0.12569,0.21222,2.51767,0,2019
108,Bangladesh,Southern Asia,109,4.694,0.03077,0.39753,0.4310600000000001,0.60164,0.4082,0.12569,0.21222,2.51767,0,2018
108,Bangladesh,Southern Asia,109,4.694,0.03077,0.39753,0.4310600000000001,0.60164,0.4082,0.12569,0.21222,2.51767,0,2017
108,Bangladesh,Southern Asia,109,4.694,0.03077,0.39753,0.4310600000000001,0.60164,0.4082,0.12569,0.21222,2.51767,0,2015
108,Bangladesh,Southern Asia,109,4.694,0.03077,0.39753,0.4310600000000001,0.60164,0.4082,0.12569,0.21222,2.51767,0,2015
109,Iran,Middle East and Northern Africa,110,4.686,0.04449,1.0088,0.54447,0.69805,0.30033000000000004,0.05863,0.38086,1.6944,1,2015
109,Iran,Middle East and Northern Africa,110,4.686,0.04449,1.0088,0.54447,0.69805,0.30033000000000004,0.05863,0.38086,1.6944,1,2017
109,Iran,Middle East and Northern Africa,110,4.686,0.04449,1.0088,0.54447,0.69805,0.30033000000000004,0.05863,0.38086,1.6944,1,2019
109,Iran,Middle East and Northern Africa,110,4.686,0.04449,1.0088,0.54447,0.69805,0.30033000000000004,0.05863,0.38086,1.6944,1,2015
109,Iran,Middle East and Northern Africa,110,4.686,0.04449,1.0088,0.54447,0.69805,0.30033000000000004,0.05863,0.38086,1.6944,1,2018
110,Ukraine,Central and Eastern Europe,111,4.681,0.04412,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,1,2018
110,Ukraine,Central and Eastern Europe,111,4.681,0.04412,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,1,2017
110,Ukraine,Central and Eastern Europe,111,4.681,0.04412,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,1,2019
110,Ukraine,Central and Eastern Europe,111,4.681,0.04412,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,1,2015
110,Ukraine,Central and Eastern Europe,111,4.681,0.04412,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,1,2015
111,Iraq,Middle East and Northern Africa,112,4.677,0.052320000000000005,0.98549,0.81889,0.60237,0.6582100000000001,0.13788,0.17922000000000002,1.95335,1,2015
111,Iraq,Middle East and Northern Africa,112,4.677,0.052320000000000005,0.98549,0.81889,0.60237,0.6582100000000001,0.13788,0.17922000000000002,1.95335,1,2018
111,Iraq,Middle East and Northern Africa,112,4.677,0.052320000000000005,0.98549,0.81889,0.60237,0.6582100000000001,0.13788,0.17922000000000002,1.95335,1,2017
111,Iraq,Middle East and Northern Africa,112,4.677,0.052320000000000005,0.98549,0.81889,0.60237,0.6582100000000001,0.13788,0.17922000000000002,1.95335,1,2019
111,Iraq,Middle East and Northern Africa,112,4.677,0.052320000000000005,0.98549,0.81889,0.60237,0.6582100000000001,0.13788,0.17922000000000002,1.95335,1,2015
112,South Africa,Sub-Saharan Africa,113,4.642,0.04585,0.92049,1.18468,1.01328,0.33207,0.08884,0.11973,1.7195599999999998,1,2018
112,South Africa,Sub-Saharan Africa,113,4.642,0.04585,0.92049,1.18468,1.01328,0.33207,0.08884,0.11973,1.7195599999999998,1,2015
