,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Social support,Healthy life expectancy,Freedom to make life choices,Trust (Government Corruption),Generosity,Dystopia Residual,Cluster,Year,name,region,subregion,population,area
309,Croatia,Central and Eastern Europe,62,5.759,0.04394,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2.75414,1,2015,Croatia,Europe,Southern Europe,4190669,56594
310,Libya,Middle East and Northern Africa,63,5.754,0.07832,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2.09066,1,2015,Libya,Africa,Northern Africa,6385000,1759540
311,Libya,Middle East and Northern Africa,63,5.754,0.07832,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2.09066,1,2015,Libya,Africa,Northern Africa,6385000,1759540
312,Libya,Middle East and Northern Africa,63,5.754,0.07832,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2.09066,1,2018,Libya,Africa,Northern Africa,6385000,1759540
313,Libya,Middle East and Northern Africa,63,5.754,0.07832,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2.09066,1,2017,Libya,Africa,Northern Africa,6385000,1759540
314,Libya,Middle East and Northern Africa,63,5.754,0.07832,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2.09066,1,2019,Libya,Africa,Northern Africa,6385000,1759540
315,Russia,Central and Eastern Europe,64,5.716,0.03135,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,2.27394,1,2015,,,,,
316,Russia,Central and Eastern Europe,64,5.716,0.03135,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,2.27394,1,2019,,,,,
317,Russia,Central and Eastern Europe,64,5.716,0.03135,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,2.27394,1,2015,,,,,
318,Russia,Central and Eastern Europe,64,5.716,0.03135,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,2.27394,1,2017,,,,,
319,Russia,Central and Eastern Europe,64,5.716,0.03135,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,2.27394,1,2018,,,,,
320,Jamaica,Latin America and Caribbean,65,5.709,0.13693,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2.32038,1,2018,Jamaica,Americas,Caribbean,2723246,10991
321,Jamaica,Latin America and Caribbean,65,5.709,0.13693,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2.32038,1,2015,Jamaica,Americas,Caribbean,2723246,10991
322,Jamaica,Latin America and Caribbean,65,5.709,0.13693,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2.32038,1,2017,Jamaica,Americas,Caribbean,2723246,10991
323,Jamaica,Latin America and Caribbean,65,5.709,0.13693,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2.32038,1,2019,Jamaica,Americas,Caribbean,2723246,10991
324,Jamaica,Latin America and Caribbean,65,5.709,0.13693,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2.32038,1,2015,Jamaica,Americas,Caribbean,2723246,10991
325,North Cyprus,Western Europe,66,5.695,0.05635,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169,1.59888,1,2015,,,,,
326,North Cyprus,Western Europe,66,5.695,0.05635,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169,1.59888,1,2017,,,,,
327,North Cyprus,Western Europe,66,5.695,0.05635,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169,1.59888,1,2018,,,,,
328,North Cyprus,Western Europe,66,5.695,0.05635,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169,1.59888,1,2015,,,,,
329,North Cyprus,Western Europe,66,5.695,0.05635,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169,1.59888,1,2019,,,,,
330,Cyprus,Western Europe,67,5.689,0.0558,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,1.88931,1,2015,Cyprus,Europe,Southern Europe,847000,9251
331,Cyprus,Western Europe,67,5.689,0.0558,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,1.88931,1,2018,Cyprus,Europe,Southern Europe,847000,9251
332,Cyprus,Western Europe,67,5.689,0.0558,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,1.88931,1,2019,Cyprus,Europe,Southern Europe,847000,9251
333,Cyprus,Western Europe,67,5.689,0.0558,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,1.88931,1,2017,Cyprus,Europe,Southern Europe,847000,9251
334,Cyprus,Western Europe,67,5.689,0.0558,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,1.88931,1,2015,Cyprus,Europe,Southern Europe,847000,9251
335,Algeria,Middle East and Northern Africa,68,5.605,0.05099,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822,2.43209,1,2017,Algeria,Africa,Northern Africa,40400000,2381741
336,Algeria,Middle East and Northern Africa,68,5.605,0.05099,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822,2.43209,1,2015,Algeria,Africa,Northern Africa,40400000,2381741
337,Algeria,Middle East and Northern Africa,68,5.605,0.05099,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822,2.43209,1,2015,Algeria,Africa,Northern Africa,40400000,2381741
338,Algeria,Middle East and Northern Africa,68,5.605,0.05099,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822,2.43209,1,2018,Algeria,Africa,Northern Africa,40400000,2381741
339,Algeria,Middle East and Northern Africa,68,5.605,0.05099,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822,2.43209,1,2019,Algeria,Africa,Northern Africa,40400000,2381741
340,Kosovo,Central and Eastern Europe,69,5.589,0.05018,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2.76579,1,2015,,,,,
341,Kosovo,Central and Eastern Europe,69,5.589,0.05018,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2.76579,1,2018,,,,,
342,Kosovo,Central and Eastern Europe,69,5.589,0.05018,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2.76579,1,2017,,,,,
343,Kosovo,Central and Eastern Europe,69,5.589,0.05018,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2.76579,1,2019,,,,,
344,Kosovo,Central and Eastern Europe,69,5.589,0.05018,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2.76579,1,2015,,,,,
345,Turkmenistan,Central and Eastern Europe,70,5.548,0.04175,0.95847,1.22668,0.53886,0.4761,0.24249,0.16979,1.86984,1,2015,Turkmenistan,Asia,Central Asia,4751120,488100
346,Turkmenistan,Central and Eastern Europe,70,5.548,0.04175,0.95847,1.22668,0.53886,0.4761,0.24249,0.16979,1.86984,1,2019,Turkmenistan,Asia,Central Asia,4751120,488100
347,Turkmenistan,Central and Eastern Europe,70,5.548,0.04175,0.95847,1.22668,0.53886,0.4761,0.24249,0.16979,1.86984,1,2017,Turkmenistan,Asia,Central Asia,4751120,488100
348,Turkmenistan,Central and Eastern Europe,70,5.548,0.04175,0.95847,1.22668,0.53886,0.4761,0.24249,0.16979,1.86984,1,2015,Turkmenistan,Asia,Central Asia,4751120,488100
349,Turkmenistan,Central and Eastern Europe,70,5.548,0.04175,0.95847,1.22668,0.53886,0.4761,0.24249,0.16979,1.86984,1,2018,Turkmenistan,Asia,Central Asia,4751120,488100
350,Mauritius,Sub-Saharan Africa,71,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145,1,2019,Mauritius,Africa,Eastern Africa,1262879,2040
351,Mauritius,Sub-Saharan Africa,71,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145,1,2017,Mauritius,Africa,Eastern Africa,1262879,2040
352,Mauritius,Sub-Saharan Africa,71,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145,1,2015,Mauritius,Africa,Eastern Africa,1262879,2040
353,Mauritius,Sub-Saharan Africa,71,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145,1,2018,Mauritius,Africa,Eastern Africa,1262879,2040
354,Mauritius,Sub-Saharan Africa,71,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145,1,2015,Mauritius,Africa,Eastern Africa,1262879,2040
355,Hong Kong,Eastern Asia,72,5.474,0.05051,1.38604,1.05818,1.01328,0.59608,0.24249,0.39478,0.65429,1,2015,Hong Kong,Asia,Eastern Asia,7324300,1104
356,Hong Kong,Eastern Asia,72,5.474,0.05051,1.38604,1.05818,1.01328,0.59608,0.24249,0.39478,0.65429,1,2018,Hong Kong,Asia,Eastern Asia,7324300,1104
357,Hong Kong,Eastern Asia,72,5.474,0.05051,1.38604,1.05818,1.01328,0.59608,0.24249,0.39478,0.65429,1,2019,Hong Kong,Asia,Eastern Asia,7324300,1104
358,Hong Kong,Eastern Asia,72,5.474,0.05051,1.38604,1.05818,1.01328,0.59608,0.24249,0.39478,0.65429,1,2015,Hong Kong,Asia,Eastern Asia,7324300,1104
359,Hong Kong,Eastern Asia,72,5.474,0.05051,1.38604,1.05818,1.01328,0.59608,0.24249,0.39478,0.65429,1,2017,Hong Kong,Asia,Eastern Asia,7324300,1104
360,Estonia,Central and Eastern Europe,73,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782,1,2015,Estonia,Europe,Northern Europe,1315944,45227
361,Estonia,Central and Eastern Europe,73,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782,1,2019,Estonia,Europe,Northern Europe,1315944,45227
362,Estonia,Central and Eastern Europe,73,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782,1,2015,Estonia,Europe,Northern Europe,1315944,45227
363,Estonia,Central and Eastern Europe,73,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782,1,2017,Estonia,Europe,Northern Europe,1315944,45227
364,Estonia,Central and Eastern Europe,73,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782,1,2018,Estonia,Europe,Northern Europe,1315944,45227
365,Indonesia,Southeastern Asia,74,5.399,0.02596,0.82827,1.08708,0.63793,0.46611,0,0.42192,1.86399,1,2018,Indonesia,Asia,South-Eastern Asia,258705000,1904569
366,Indonesia,Southeastern Asia,74,5.399,0.02596,0.82827,1.08708,0.63793,0.46611,0,0.42192,1.86399,1,2015,Indonesia,Asia,South-Eastern Asia,258705000,1904569
367,Indonesia,Southeastern Asia,74,5.399,0.02596,0.82827,1.08708,0.63793,0.46611,0,0.42192,1.86399,1,2015,Indonesia,Asia,South-Eastern Asia,258705000,1904569
368,Indonesia,Southeastern Asia,74,5.399,0.02596,0.82827,1.08708,0.63793,0.46611,0,0.42192,1.86399,1,2019,Indonesia,Asia,South-Eastern Asia,258705000,1904569
369,Indonesia,Southeastern Asia,74,5.399,0.02596,0.82827,1.08708,0.63793,0.46611,0,0.42192,1.86399,1,2017,Indonesia,Asia,South-Eastern Asia,258705000,1904569
370,Vietnam,Southeastern Asia,75,5.36,0.03107,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686,2.20173,1,2018,,,,,
371,Vietnam,Southeastern Asia,75,5.36,0.03107,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686,2.20173,1,2015,,,,,
372,Vietnam,Southeastern Asia,75,5.36,0.03107,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686,2.20173,1,2015,,,,,
373,Vietnam,Southeastern Asia,75,5.36,0.03107,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686,2.20173,1,2019,,,,,
374,Vietnam,Southeastern Asia,75,5.36,0.03107,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686,2.20173,1,2017,,,,,
375,Turkey,Middle East and Northern Africa,76,5.332,0.03864,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,1,2015,Turkey,Asia,Western Asia,78741053,783562
376,Turkey,Middle East and Northern Africa,76,5.332,0.03864,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,1,2017,Turkey,Asia,Western Asia,78741053,783562
377,Turkey,Middle East and Northern Africa,76,5.332,0.03864,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,1,2019,Turkey,Asia,Western Asia,78741053,783562
378,Turkey,Middle East and Northern Africa,76,5.332,0.03864,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,1,2018,Turkey,Asia,Western Asia,78741053,783562
379,Turkey,Middle East and Northern Africa,76,5.332,0.03864,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,1,2015,Turkey,Asia,Western Asia,78741053,783562
380,Kyrgyzstan,Central and Eastern Europe,77,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327,1,2019,Kyrgyzstan,Asia,Central Asia,6047800,199951
381,Kyrgyzstan,Central and Eastern Europe,77,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327,1,2017,Kyrgyzstan,Asia,Central Asia,6047800,199951
382,Kyrgyzstan,Central and Eastern Europe,77,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327,1,2015,Kyrgyzstan,Asia,Central Asia,6047800,199951
383,Kyrgyzstan,Central and Eastern Europe,77,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327,1,2018,Kyrgyzstan,Asia,Central Asia,6047800,199951
384,Kyrgyzstan,Central and Eastern Europe,77,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327,1,2015,Kyrgyzstan,Asia,Central Asia,6047800,199951
385,Nigeria,Sub-Saharan Africa,78,5.268,0.04192,0.65435,0.90432,1.01328,0.34334,0.0403,0.27233,2.89319,1,2017,Nigeria,Africa,Western Africa,186988000,923768
386,Nigeria,Sub-Saharan Africa,78,5.268,0.04192,0.65435,0.90432,1.01328,0.34334,0.0403,0.27233,2.89319,1,2019,Nigeria,Africa,Western Africa,186988000,923768
387,Nigeria,Sub-Saharan Africa,78,5.268,0.04192,0.65435,0.90432,1.01328,0.34334,0.0403,0.27233,2.89319,1,2015,Nigeria,Africa,Western Africa,186988000,923768
388,Nigeria,Sub-Saharan Africa,78,5.268,0.04192,0.65435,0.90432,1.01328,0.34334,0.0403,0.27233,2.89319,1,2018,Nigeria,Africa,Western Africa,186988000,923768
389,Nigeria,Sub-Saharan Africa,78,5.268,0.04192,0.65435,0.90432,1.01328,0.34334,0.0403,0.27233,2.89319,1,2015,Nigeria,Africa,Western Africa,186988000,923768
390,Bhutan,Southern Asia,79,5.253,0.03225,0.77042,1.10395,0.57407,0.53206,0.15445,0.42192,1.63794,1,2018,Bhutan,Asia,Southern Asia,775620,38394
391,Bhutan,Southern Asia,79,5.253,0.03225,0.77042,1.10395,0.57407,0.53206,0.15445,0.42192,1.63794,1,2019,Bhutan,Asia,Southern Asia,775620,38394
392,Bhutan,Southern Asia,79,5.253,0.03225,0.77042,1.10395,0.57407,0.53206,0.15445,0.42192,1.63794,1,2017,Bhutan,Asia,Southern Asia,775620,38394
393,Bhutan,Southern Asia,79,5.253,0.03225,0.77042,1.10395,0.57407,0.53206,0.15445,0.42192,1.63794,1,2015,Bhutan,Asia,Southern Asia,775620,38394
394,Bhutan,Southern Asia,79,5.253,0.03225,0.77042,1.10395,0.57407,0.53206,0.15445,0.42192,1.63794,1,2015,Bhutan,Asia,Southern Asia,775620,38394
395,Azerbaijan,Central and Eastern Europe,80,5.212,0.03363,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,1,2018,Azerbaijan,Asia,Western Asia,9730500,86600
396,Azerbaijan,Central and Eastern Europe,80,5.212,0.03363,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,1,2017,Azerbaijan,Asia,Western Asia,9730500,86600
397,Azerbaijan,Central and Eastern Europe,80,5.212,0.03363,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,1,2015,Azerbaijan,Asia,Western Asia,9730500,86600
398,Azerbaijan,Central and Eastern Europe,80,5.212,0.03363,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,1,2019,Azerbaijan,Asia,Western Asia,9730500,86600
399,Azerbaijan,Central and Eastern Europe,80,5.212,0.03363,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,1,2015,Azerbaijan,Asia,Western Asia,9730500,86600
400,Pakistan,Southern Asia,81,5.194,0.03726,0.59543,1.34043,0.51466,0.12102,0.10464,0.33671,3.10709,1,2015,Pakistan,Asia,Southern Asia,194125062,881912
401,Pakistan,Southern Asia,81,5.194,0.03726,0.59543,1.34043,0.51466,0.12102,0.10464,0.33671,3.10709,1,2017,Pakistan,Asia,Southern Asia,194125062,881912
402,Pakistan,Southern Asia,81,5.194,0.03726,0.59543,1.34043,0.51466,0.12102,0.10464,0.33671,3.10709,1,2019,Pakistan,Asia,Southern Asia,194125062,881912
403,Pakistan,Southern Asia,81,5.194,0.03726,0.59543,1.34043,0.51466,0.12102,0.10464,0.33671,3.10709,1,2018,Pakistan,Asia,Southern Asia,194125062,881912
404,Pakistan,Southern Asia,81,5.194,0.03726,0.59543,1.34043,0.51466,0.12102,0.10464,0.33671,3.10709,1,2015,Pakistan,Asia,Southern Asia,194125062,881912
405,Montenegro,Central and Eastern Europe,82,5.192,0.05235,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017,1,2015,Montenegro,Europe,Southern Europe,621810,13812
406,Jordan,Middle East and Northern Africa,82,5.192,0.04524,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996,1,2015,Jordan,Asia,Western Asia,9531712,89342
407,Montenegro,Central and Eastern Europe,82,5.192,0.05235,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017,1,2015,Montenegro,Europe,Southern Europe,621810,13812
408,Jordan,Middle East and Northern Africa,82,5.192,0.04524,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996,1,2018,Jordan,Asia,Western Asia,9531712,89342
409,Montenegro,Central and Eastern Europe,82,5.192,0.05235,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017,1,2018,Montenegro,Europe,Southern Europe,621810,13812
410,Jordan,Middle East and Northern Africa,82,5.192,0.04524,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996,1,2019,Jordan,Asia,Western Asia,9531712,89342
411,Montenegro,Central and Eastern Europe,82,5.192,0.05235,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017,1,2019,Montenegro,Europe,Southern Europe,621810,13812
412,Montenegro,Central and Eastern Europe,82,5.192,0.05235,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017,1,2017,Montenegro,Europe,Southern Europe,621810,13812
413,Jordan,Middle East and Northern Africa,82,5.192,0.04524,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996,1,2017,Jordan,Asia,Western Asia,9531712,89342
414,Jordan,Middle East and Northern Africa,82,5.192,0.04524,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996,1,2015,Jordan,Asia,Western Asia,9531712,89342
415,China,Eastern Asia,84,5.14,0.02424,0.89012,0.94675,0.81658,0.51697,0.02781,0.08185,1.8604,1,2019,China,Asia,Eastern Asia,1377422166,9640011
416,China,Eastern Asia,84,5.14,0.02424,0.89012,0.94675,0.81658,0.51697,0.02781,0.08185,1.8604,1,2015,China,Asia,Eastern Asia,1377422166,9640011
417,China,Eastern Asia,84,5.14,0.02424,0.89012,0.94675,0.81658,0.51697,0.02781,0.08185,1.8604,1,2015,China,Asia,Eastern Asia,1377422166,9640011
418,China,Eastern Asia,84,5.14,0.02424,0.89012,0.94675,0.81658,0.51697,0.02781,0.08185,1.8604,1,2017,China,Asia,Eastern Asia,1377422166,9640011
419,China,Eastern Asia,84,5.14,0.02424,0.89012,0.94675,0.81658,0.51697,0.02781,0.08185,1.8604,1,2018,China,Asia,Eastern Asia,1377422166,9640011
420,Zambia,Sub-Saharan Africa,85,5.129,0.06988,0.47038,0.91612,1.01328,0.48827,0.12468,0.19591,2.6343,1,2015,Zambia,Africa,Eastern Africa,15933883,752612
421,Zambia,Sub-Saharan Africa,85,5.129,0.06988,0.47038,0.91612,1.01328,0.48827,0.12468,0.19591,2.6343,1,2015,Zambia,Africa,Eastern Africa,15933883,752612
422,Zambia,Sub-Saharan Africa,85,5.129,0.06988,0.47038,0.91612,1.01328,0.48827,0.12468,0.19591,2.6343,1,2019,Zambia,Africa,Eastern Africa,15933883,752612
423,Zambia,Sub-Saharan Africa,85,5.129,0.06988,0.47038,0.91612,1.01328,0.48827,0.12468,0.19591,2.6343,1,2017,Zambia,Africa,Eastern Africa,15933883,752612
424,Zambia,Sub-Saharan Africa,85,5.129,0.06988,0.47038,0.91612,1.01328,0.48827,0.12468,0.19591,2.6343,1,2018,Zambia,Africa,Eastern Africa,15933883,752612
425,Romania,Central and Eastern Europe,86,5.124,0.06607,1.04345,0.88588,0.7689,0.35068,0.00649,0.13748,1.93129,1,2015,Romania,Europe,Eastern Europe,19861408,238391
426,Romania,Central and Eastern Europe,86,5.124,0.06607,1.04345,0.88588,0.7689,0.35068,0.00649,0.13748,1.93129,1,2015,Romania,Europe,Eastern Europe,19861408,238391
427,Romania,Central and Eastern Europe,86,5.124,0.06607,1.04345,0.88588,0.7689,0.35068,0.00649,0.13748,1.93129,1,2019,Romania,Europe,Eastern Europe,19861408,238391
428,Romania,Central and Eastern Europe,86,5.124,0.06607,1.04345,0.88588,0.7689,0.35068,0.00649,0.13748,1.93129,1,2018,Romania,Europe,Eastern Europe,19861408,238391
429,Romania,Central and Eastern Europe,86,5.124,0.06607,1.04345,0.88588,0.7689,0.35068,0.00649,0.13748,1.93129,1,2017,Romania,Europe,Eastern Europe,19861408,238391
430,Serbia,Central and Eastern Europe,87,5.123,0.04864,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.025,1,2017,Serbia,Europe,Southern Europe,7076372,88361
431,Serbia,Central and Eastern Europe,87,5.123,0.04864,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.025,1,2019,Serbia,Europe,Southern Europe,7076372,88361
432,Serbia,Central and Eastern Europe,87,5.123,0.04864,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.025,1,2018,Serbia,Europe,Southern Europe,7076372,88361
433,Serbia,Central and Eastern Europe,87,5.123,0.04864,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.025,1,2015,Serbia,Europe,Southern Europe,7076372,88361
434,Serbia,Central and Eastern Europe,87,5.123,0.04864,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.025,1,2015,Serbia,Europe,Southern Europe,7076372,88361
435,Portugal,Western Europe,88,5.102,0.04802,1.15991,1.13935,0.87519,0.51469,0.01078,0.13719,1.26462,1,2015,Portugal,Europe,Southern Europe,10374822,92090
436,Portugal,Western Europe,88,5.102,0.04802,1.15991,1.13935,0.87519,0.51469,0.01078,0.13719,1.26462,1,2019,Portugal,Europe,Southern Europe,10374822,92090
437,Portugal,Western Europe,88,5.102,0.04802,1.15991,1.13935,0.87519,0.51469,0.01078,0.13719,1.26462,1,2015,Portugal,Europe,Southern Europe,10374822,92090
438,Portugal,Western Europe,88,5.102,0.04802,1.15991,1.13935,0.87519,0.51469,0.01078,0.13719,1.26462,1,2018,Portugal,Europe,Southern Europe,10374822,92090
439,Portugal,Western Europe,88,5.102,0.04802,1.15991,1.13935,0.87519,0.51469,0.01078,0.13719,1.26462,1,2017,Portugal,Europe,Southern Europe,10374822,92090
440,Latvia,Central and Eastern Europe,89,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,1,2018,Latvia,Europe,Northern Europe,1961600,64559
441,Latvia,Central and Eastern Europe,89,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,1,2019,Latvia,Europe,Northern Europe,1961600,64559
442,Latvia,Central and Eastern Europe,89,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,1,2017,Latvia,Europe,Northern Europe,1961600,64559
443,Latvia,Central and Eastern Europe,89,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,1,2015,Latvia,Europe,Northern Europe,1961600,64559
444,Latvia,Central and Eastern Europe,89,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,1,2015,Latvia,Europe,Northern Europe,1961600,64559
445,Philippines,Southeastern Asia,90,5.073,0.04934,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,1,2015,Philippines,Asia,South-Eastern Asia,103279800,342353
446,Philippines,Southeastern Asia,90,5.073,0.04934,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,1,2017,Philippines,Asia,South-Eastern Asia,103279800,342353
447,Philippines,Southeastern Asia,90,5.073,0.04934,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,1,2015,Philippines,Asia,South-Eastern Asia,103279800,342353
448,Philippines,Southeastern Asia,90,5.073,0.04934,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,1,2018,Philippines,Asia,South-Eastern Asia,103279800,342353
449,Philippines,Southeastern Asia,90,5.073,0.04934,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,1,2019,Philippines,Asia,South-Eastern Asia,103279800,342353
450,Somaliland region,Sub-Saharan Africa,91,5.057,0.06161,0.18847,0.95152,0.43873,0.46582,0.19317,0.39478,2.11032,1,2015,,,,,
451,Somaliland region,Sub-Saharan Africa,91,5.057,0.06161,0.18847,0.95152,0.43873,0.46582,0.19317,0.39478,2.11032,1,2019,,,,,
452,Somaliland region,Sub-Saharan Africa,91,5.057,0.06161,0.18847,0.95152,0.43873,0.46582,0.19317,0.39478,2.11032,1,2018,,,,,
453,Somaliland region,Sub-Saharan Africa,91,5.057,0.06161,0.18847,0.95152,0.43873,0.46582,0.19317,0.39478,2.11032,1,2015,,,,,
454,Somaliland region,Sub-Saharan Africa,91,5.057,0.06161,0.18847,0.95152,0.43873,0.46582,0.19317,0.39478,2.11032,1,2017,,,,,
455,Morocco,Middle East and Northern Africa,92,5.013,0.0342,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172,2.45373,1,2015,Morocco,Africa,Northern Africa,33337529,446550
456,Morocco,Middle East and Northern Africa,92,5.013,0.0342,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172,2.45373,1,2015,Morocco,Africa,Northern Africa,33337529,446550
457,Morocco,Middle East and Northern Africa,92,5.013,0.0342,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172,2.45373,1,2018,Morocco,Africa,Northern Africa,33337529,446550
458,Morocco,Middle East and Northern Africa,92,5.013,0.0342,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172,2.45373,1,2017,Morocco,Africa,Northern Africa,33337529,446550
459,Morocco,Middle East and Northern Africa,92,5.013,0.0342,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172,2.45373,1,2019,Morocco,Africa,Northern Africa,33337529,446550
460,Macedonia,Central and Eastern Europe,93,5.007,0.05376,0.91851,1.00232,0.73545,0.33457,0.05327,0.22359,1.73933,1,2015,,,,,
461,Macedonia,Central and Eastern Europe,93,5.007,0.05376,0.91851,1.00232,0.73545,0.33457,0.05327,0.22359,1.73933,1,2017,,,,,
462,Macedonia,Central and Eastern Europe,93,5.007,0.05376,0.91851,1.00232,0.73545,0.33457,0.05327,0.22359,1.73933,1,2018,,,,,
463,Macedonia,Central and Eastern Europe,93,5.007,0.05376,0.91851,1.00232,0.73545,0.33457,0.05327,0.22359,1.73933,1,2019,,,,,
464,Macedonia,Central and Eastern Europe,93,5.007,0.05376,0.91851,1.00232,0.73545,0.33457,0.05327,0.22359,1.73933,1,2015,,,,,
